NAVCOID	CAMPAIGN	LOCATION	BYEAR	EYEAR	TARGET	SUCCESS	LIMITED	FAILURE	ONGOING	VIOL	NONVIOL	FSELFDET	REGCHANGE	SECESSION	OTHER
191.0	"El Salvador anti-junta"	"El Salvador"	1977.0	1980.0	"Mil/civ junta"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
191.0	"Farabundo Marti National Liberation Front (FMLN)"	"El Salvador"	1979.0	1991.0	"El Salvador government"	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
199.0	"Shifta insurgency"	"Eritrea"	1945.0	1952.0	"UK occupation"	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
376.0	"Metsavennad (Forest Brothers, Estonian Anti-Occupation Campaign)"	"Estonia"	1945.0	1953.0	"Soviet occupation"	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
202.0	"Singing Revolution"	"Estonia"	1987.0	1991.0	"Communist regime"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
382.0	"Oromiya Self Determination"	"Ethiopia"	1973.0	2018.0	"Gov't of Ethiopia"	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
460.0	"Eritrean-led rebels"	"Ethiopia"	1974.0	1991.0	"Ethiopian government"	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
207.0	"Somali rebels (Ogaden)"	"Ethiopia"	1976.0	1980.0	"Ethiopian occupation of Ogaden"	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
229.0	"Tigrean Liberation Front"	"Ethiopia"	1982.0	1991.0	"Ethiopian government"	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
464.0	"Ogaden Self Determination"	"Ethiopia"	1984.0	2018.0	"Gov't of Ethiopia"	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0
263.0	"Indo-Fijian Anti-Coup Campaign"	"Fiji"	1987.0	1987.0	"Coup Leader Sitiveni Rabuka"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
426.0	"Anti-Coalition Government Campaign"	"Fiji"	1987.0	1987.0	"Timoci Bravadra"	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
264.0	"Anti-Chaudhry Campaign"	"Fiji"	2000.0	2000.0	"Government of Fiji"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
1025.0	"communist rebels"	"Finland"	1918.0	1918.0	"Finnish government"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
1063.0	"French resistance"	"France"	1940.0	1944.0	"German occupation"	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
178.0	"French Nationalists/SAO"	"France"	1960.0	1962.0	"French withdrawal from Algeria"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
559.0	"Yellow Vests"	"France"	2018.0	2019.0	"Macron government"	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0
392.0	"Southern Ossetian Separatist Campaign"	"Georgia"	1991.0	1992.0	"Gov't of Georgia"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
329.0	"Georgia-Abkhazia War"	"Georgia"	1992.0	1994.0	"Georgian occupation"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
183.0	"Rose Revolution"	"Georgia"	2003.0	2003.0	"Shevardnadze regime"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
332.0	"2007 Anti-Saakashvili Campaign"	"Georgia"	2007.0	2007.0	"Government of Georgia"	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
434.0	"Third South Ossetian Campaign"	"Georgia"	2008.0	2008.0	"Georgian government"	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
332.0	"2009 Anti-Saakashvili Campaign"	"Georgia"	2009.0	2009.0	"Government of Georgia"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
569.0	"2019 Georgian Protests"	"Georgia"	2019.0	2019.0	"Ghakaria govt"	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
1039.0	"Ruhrkampf resistance"	"Germany"	1923.0	1924.0	"French occupation"	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
58.0	"Convention People's Party movement"	"Ghana"	1955.0	1957.0	"British rule"	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
490.0	"anti-Rawlings campaign"	"Ghana"	2000.0	2000.0	"Rawlings government"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
1068.0	"Greek resistance"	"Greece"	1943.0	1944.0	"Nazi occupation"	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
401.0	"Greek Civil War"	"Greece"	1946.0	1949.0	"British and US occupation"	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
457.0	"Greece premier protest"	"Greece"	1965.0	1966.0	"Government led by Premier George Athanassiades-Novas"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
89.0	"Greek anti-military"	"Greece"	1973.0	1974.0	"Military rule"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
1075.0	"anti-Estrada Cabrera"	"Guatemala"	1919.0	1920.0	"Estrada Cabrera govt"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
1071.0	"October Revolutionaries"	"Guatemala"	1944.0	1944.0	"Ubico dictatorship"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
1073.0	"Conservative movement"	"Guatemala"	1954.0	1954.0	"Arbenz leftist regime"	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
450.0	"Anti-Ydigoras"	"Guatemala"	1962.0	1962.0	"Government"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
133.0	"Marxist rebels (URNG)"	"Guatemala"	1966.0	1996.0	"government of Guatemala"	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
477.0	"Anti-Serrano"	"Guatemala"	1993.0	1993.0	"Government"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
370.0	"Guatemala Uprising"	"Guatemala"	2015.0	2015.0	"Perez government"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
548.0	"Anti-Morales Protests"	"Guatemala"	2017.0	2019.0	"Gov't of Guatemala (Morales)"	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0
348.0	"RDFG"	"Guinea"	2000.0	2001.0	"Gov't of Guinea"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
327.0	"pro-democracy movement"	"Guinea"	2007.0	2010.0	"Conte regime"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
160.0	"PAIGC"	"Guinea-Bissau"	1963.0	1974.0	"Portuguese occupation"	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
400.0	"Military Junta for the Consolidation of Democracy, Peace and Justice"	"Guinea-Bissau"	1998.0	1999.0	"Gov't of Guinea-Bisseau"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
9.0	"anti-Burnham/Hoyte campaign"	"Guyana"	1990.0	1992.0	"Burnham/Hoyte autocratic regime"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
1026.0	"Caco Revolt"	"Haiti"	1918.0	1920.0	"U.S. occupation"	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
437.0	"pro-democracy movement"	"Haiti"	1946.0	1946.0	"Lescot government"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
441.0	"anti-Maglore movement"	"Haiti"	1956.0	1956.0	"Maglore government"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
15.0	"anti-Duvalier campaign"	"Haiti"	1985.0	1986.0	"Jean Claude Duvalier"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
296.0	"Anti-National Governing Council (CNG)"	"Haiti"	1987.0	1987.0	"National Governing Council"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
297.0	"Anti-Aristide Campaign 2004"	"Haiti"	2003.0	2004.0	"Haitian President Jean Bertrand Aristide"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
338.0	"Pro-Aristide Campaign"	"Haiti"	2005.0	2010.0	"Haitian government"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
505.0	"Anti-MINUSTAH Campaign"	"Haiti"	2008.0	2008.0	"UN Peacekeepers (MINUSTAH)"	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
524.0	"Anti-Martelly campaign"	"Haiti"	2014.0	2016.0	"Michel Matelly govt"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
560.0	"Anti-Jovenel Moise Protests"	"Haiti"	2018.0	2019.0	"Moise government"	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0
1042.0	"Conservative movement"	"Honduras"	1924.0	1924.0	"Carias regime"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
265.0	"Honduran pro-democracy movement"	"Honduras"	1944.0	1944.0	"Carias regime"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
266.0	"Frente Nacionalæde Resistencia Popular (FNRP)"	"Honduras"	2009.0	2009.0	"Coup government, led by Roberto Micheletti"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
532.0	"Honduran indignados"	"Honduras"	2015.0	2015.0	"Hernandez government"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
549.0	"Anti-Hernandez"	"Honduras"	2017.0	2019.0	"Gov't of Honduras (Hernandez)"	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0
570.0	"Hernández Must Go campaign"	"Honduras"	2019.0	2019.0	"Hernández govt"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
1029.0	"anti-communist movement (Whites)"	"Hungary"	1919.0	1920.0	"communist regime"	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
93.0	"Hungarian anti-communist"	"Hungary"	1956.0	1956.0	"communist regime"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
94.0	"Hungarian anti-Soviet"	"Hungary"	1956.0	1956.0	"Soviet occupation"	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
95.0	"pro-dem movement"	"Hungary"	1989.0	1989.0	"Communist regime"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
550.0	"Anti-Orban"	"Hungary"	2017.0	2019.0	"Prime Minister Viktor Orban"	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0
298.0	"Cutlery Revolution (Kitchenware/Kitchen Implement Revolution)"	"Iceland"	2008.0	2009.0	"PM Geir Haarde government"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
541.0	"Panama Papers Anti-Government Protest"	"Iceland"	2016.0	2016.0	"Icelandic Government, PM Gunnlaugsson"	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
1030.0	"Indian independence movement"	"India"	1919.0	1947.0	"British rule"	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
1036.0	"Moplah Rebellion"	"India"	1921.0	1922.0	"local Hindu leaders"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
368.0	"Punnapra-Vayalar Uprising"	"India"	1946.0	1946.0	"The Princely State of Travencore, British India"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
96.0	"Hyderabad activists"	"India"	1948.0	1948.0	"Indian annexation"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
355.0	"Telangana People's Front"	"India"	1948.0	1952.0	"Indian government"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
144.0	"Naga Rebellion"	"India"	1956.0	2019.0	"Indian occupation"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
135.0	"Mizo Revolt"	"India"	1966.0	1986.0	"Indian occupation"	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
347.0	"Naxalite insurgency"	"India"	1967.0	1971.0	"Indian government"	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0
148.0	"Naxalite rebellion"	"India"	1970.0	1971.0	"Indian regime"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
267.0	"Anti-Indira Campaign (Phase 1)"	"India"	1975.0	1975.0	"Government of India"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
267.0	"Anti-Indira Campaign (Phase 3)"	"India"	1977.0	1977.0	"Prime Minister Indira Gandhi"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
379.0	"Manipur"	"India"	1979.0	2019.0	"Gov't of India"	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0
201.0	"Sikh insurgency"	"India"	1984.0	1994.0	"separatism"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
351.0	"Assam independence"	"India"	1985.0	2019.0	"Gov't of India"	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0
465.0	"Gurkha Independence Campaign"	"India"	1986.0	1986.0	"Government of India"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
466.0	"1986-7 Khalistan Campaign"	"India"	1986.0	1987.0	"Government of India"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
352.0	"Bodoland Independence Campaign (secesesion)"	"India"	1986.0	2019.0	"Gov't of India"	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0
374.0	"Tripura"	"India"	1989.0	2019.0	"Indian government"	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0
470.0	"1990 Kashmir Plebiscite Protests"	"India"	1990.0	1990.0	"Government of India"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
115.0	"Kashmiri Muslim separatists"	"India"	1990.0	2005.0	"Indian occupation"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
353.0	"Western Southeast Asia Front"	"India"	2015.0	2019.0	"Indian Rule, Myanmarese rule"	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0
542.0	"Kashmir anti-India protests"	"India"	2016.0	2019.0	"Indian Government"	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0
101.0	"Indonesian Revolt"	"Indonesia"	1945.0	1949.0	"Dutch occupation"	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
137.0	"Moluccans"	"Indonesia"	1950.0	1950.0	"Indonesian government"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
65.0	"Darul Islam"	"Indonesia"	1953.0	1953.0	"Indonesian government"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
102.0	"leftists"	"Indonesia"	1956.0	1960.0	"Sukarno regime"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
87.0	"GAM"	"Indonesia"	1975.0	2005.0	"Indonesian occupation"	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
29.0	"anti-Suharto campaign"	"Indonesia"	1997.0	1998.0	"Suharto rule"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
268.0	"Student Protests (Anti-Habibie)"	"Indonesia"	1999.0	1999.0	"Pres. BJ Habibie"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
299.0	"Constitutional Revolution"	"Iran"	1905.0	1906.0	"Mozaffar ad-Din Shah"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
1014.0	"Constitutionalists"	"Iran"	1908.0	1909.0	"shah regime"	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
378.0	"KDPI (First Separatist Movement)"	"Iran"	1945.0	1946.0	"Iranian rule"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
104.0	"Iranian Revolution"	"Iran"	1977.0	1979.0	"Shah Reza Pahlavi"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
111.0	"KDPI"	"Iran"	1979.0	1996.0	"Iranian regime"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
103.0	"Mujahideen"	"Iran"	1981.0	2001.0	"Khomenei regime"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
486.0	"Tir 18 Riot for democracy"	"Iran"	1999.0	1999.0	"President Mohammad Khatami"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
385.0	"PJAK"	"Iran"	2005.0	2018.0	"Government of Iran"	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0
333.0	"Green Revolution and Day of Rage"	"Iran"	2009.0	2013.0	"Government"	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
551.0	"2017 Iran Anti-Government Protests"	"Iran"	2017.0	2019.0	"Iranian Government"	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0
571.0	"2019 Iranian protests"	"Iran"	2019.0	2019.0	"Khomenei regime"	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0
1031.0	"Iraqi rebels"	"Iraq"	1920.0	1920.0	"British occupation"	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
197.0	"Shammar Tribe and pro-Western officers"	"Iraq"	1959.0	1959.0	"Qassim regime"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
122.0	"Kurdish rebellion"	"Iraq"	1961.0	1970.0	"Iraqi government"	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
121.0	"Kurdish secession against Saddam"	"Iraq"	1985.0	1991.0	"secession"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
388.0	"SCIRI"	"Iraq"	1989.0	1996.0	"Government of Iraq"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
473.0	"Iraqis Protest Saddam Hussein Following Iraqi Withdrawal from Kuwait"	"Iraq"	1991.0	1991.0	"Iraqi Government"	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
200.0	"Shiite rebellion"	"Iraq"	1991.0	1991.0	"Hussein regime"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
110.0	"Kurdish civil conflict"	"Iraq"	1996.0	1996.0	"Iraqi government"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
105.0	"Iraqi insurgency (Sunni/AQI/ISIL)"	"Iraq"	2004.0	2019.0	"Iraqi government"	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0
506.0	"Sadar's Anti-US Occupation campaign"	"Iraq"	2008.0	2009.0	"US Government"	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
511.0	"Day of Rage Protests"	"Iraq"	2011.0	2011.0	"Prime Minister Nouri al-Maliki and Several government ministeries"	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
514.0	"Anti-Shiite Government Protests"	"Iraq"	2012.0	2014.0	"Prime Minister Maliki"	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
572.0	"anti-Mahdi movement"	"Iraq"	2019.0	2019.0	"Mahdi govt"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
71.0	"Druze resistance"	"Israel"	1981.0	1982.0	"Israeli occupation of Golan"	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
1069.0	"Italian resistance"	"Italy"	1943.0	1945.0	"Nazi occupation"	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
438.0	"Trieste Strikes"	"Italy"	1946.0	1946.0	"Allied military government & Italian government"	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
292.0	"Ivorian pro-democracy movement"	"Ivory Coast"	1989.0	1990.0	"Houphouet-Boigny regime"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
491.0	"anit-Guei Protests"	"Ivory Coast"	2000.0	2000.0	"Guei regime"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
162.0	"PMIC"	"Ivory Coast"	2002.0	2005.0	"incumbent regime"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
293.0	"Pro-Ouattara Campaign"	"Ivory Coast"	2010.0	2011.0	"Gbagbo Regime"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
446.0	"Anti-Kishi Campaign"	"Japan"	1960.0	1960.0	"Government of Japan"	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
165.0	"Palestinian activists"	"Jordan"	1970.0	1970.0	"Jordanian rule"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
320.0	"Protest for Constitutional Reform"	"Jordan"	2011.0	2013.0	"Government (Prime Minister Samir Rifai)"	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
1061.0	"Kenyan independence movement"	"Kenya"	1938.0	1938.0	"British rule"	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
134.0	"Mau Mau Rebellion"	"Kenya"	1952.0	1956.0	"British occupation"	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
142.0	"NFDLM secessionists"	"Kenya"	1964.0	1968.0	"secession"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
7.0	"anti-Arap Moi"	"Kenya"	1990.0	1991.0	"Daniel Arap Moi"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
428.0	"Kenyan Al-Shabaab Insurgency"	"Kenya"	2015.0	2019.0	"Kenya"	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0
533.0	"Kosovo Anti-Governmant Protests"	"Kosovo"	2015.0	2019.0	"Kosovo Government"	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0
123.0	"Kyrgyzstan Democratic Movement"	"Kyrgyzstan"	1990.0	1991.0	"Communist regime"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
231.0	"Tulip Revolution"	"Kyrgyzstan"	2005.0	2005.0	"Akayev regime"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
269.0	"Second Revolution"	"Kyrgyzstan"	2010.0	2010.0	"Kyrgyz president Kurmanbek Bakiyev"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
300.0	"Anti-Interim Government"	"Kyrgyzstan"	2010.0	2010.0	"Interim government"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
364.0	"Laotian Independence"	"Laos"	1946.0	1949.0	"French occupation"	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
366.0	"First Pathet Lao"	"Laos"	1950.0	1957.0	"Royal Loatian Government (RLG)"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
167.0	"Second Pathet Lao"	"Laos"	1959.0	1975.0	"Laotian government"	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
380.0	"Meza Brali (Forest Brothers, Latvian anti-occupation campaign)"	"Latvia"	1945.0	1950.0	"Soviet occupation"	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
127.0	"pro-dem movement"	"Latvia"	1989.0	1991.0	"Communist regime"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
1044.0	"Druze Revolt"	"Lebanon"	1925.0	1927.0	"French occupation"	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
440.0	"White Revolution"	"Lebanon"	1951.0	1952.0	"Al-Khuri regime"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
28.0	"leftists (anti-Shamun)"	"Lebanon"	1958.0	1958.0	"Shamun regime"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
128.0	"leftists"	"Lebanon"	1975.0	1990.0	"Lebanese government"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
395.0	"Hundred Day War"	"Lebanon"	1978.0	1978.0	"Syrian occupation"	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
90.0	"Hizballah"	"Lebanon"	1982.0	2000.0	"Israeli occupation of Southern Lebanon"	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
53.0	"Cedar Revolution"	"Lebanon"	2005.0	2005.0	"Syrian forces"	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
321.0	"Lebanon Political Crisis"	"Lebanon"	2006.0	2008.0	"Government of Prime Minister Fouad Siniora"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
394.0	"2006 Lebanon War"	"Lebanon"	2006.0	2006.0	"Israeli occupation in southern Lebanon"	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
573.0	"October Revolution"	"Lebanon"	2019.0	2019.0	"Hariri govt"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
482.0	"Fair Election Campaign"	"Lesotho"	1997.0	2002.0	"Mokhehle regime"	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
14.0	"anti-Doe rebels"	"Liberia"	1989.0	1990.0	"Doe regime"	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
143.0	"NPFL & ULIMO"	"Liberia"	1992.0	1995.0	"Johnson regime"	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
147.0	"national patriotic forces"	"Liberia"	1996.0	1996.0	"Liberian govt"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
126.0	"LURD"	"Liberia"	1999.0	2003.0	"Taylor regime"	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
1032.0	"Italo-Libyan War (Sanusi)"	"Libya"	1920.0	1931.0	"Italian occupation"	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
270.0	"Libyan Civil War"	"Libya"	2011.0	2011.0	"Qaddafi regime"	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
